"","analysis_type","analysis_var","analysis_var_value","group_var","group_var_value","stat","stat_low","stat_upp","n","n_total","n_w","n_w_total","analysis_key"
"128.21","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY0703-Harim",0.0247399284551631,0.00678170431550939,0.0426981525948168,11,744,53.4340372462914,2159.82990181768,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY0703-Harim"
"128.22","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0703-Harim",NA,NA,NA,305,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0703-Harim"
"128.23","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY0704-Jisr-Ash-Shugur",0.99841432817379,0.995307302221363,1.00152135412622,473,474,356.550841576621,357.117112119967,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY0704-Jisr-Ash-Shugur"
"128.24","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY0704-Jisr-Ash-Shugur",0.00158567182621024,-0.00152135412621617,0.00469269777863664,1,474,0.566270543346193,357.117112119967,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY0704-Jisr-Ash-Shugur"
"128.25","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0704-Jisr-Ash-Shugur",NA,NA,NA,134,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0704-Jisr-Ash-Shugur"
"128.26","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY0705-Ariha",0.998069796980008,0.994286648742185,1.00185294521783,360,361,175.50446504027,175.843879427387,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY0705-Ariha"
"128.27","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY0705-Ariha",0.00193020301999167,-0.00185294521783132,0.00571335125781467,1,361,0.339414387117795,175.843879427387,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY0705-Ariha"
"128.28","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0705-Ariha",NA,NA,NA,133,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0705-Ariha"
"128.29","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY0800-Al-Hasakeh",0.997219270175814,0.994483331651569,0.99995520870006,653,657,600.789438566051,602.464730209364,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY0800-Al-Hasakeh"
"128.30","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY0800-Al-Hasakeh",0.0027807298241855,4.47912999402837e-05,0.00551666834843071,4,657,1.67529164331305,602.464730209364,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY0800-Al-Hasakeh"
"128.31","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0800-Al-Hasakeh",NA,NA,NA,755,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0800-Al-Hasakeh"
"128.32","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY0802-Quamishli",1,1,1,352,352,419.628964391959,419.628964391959,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY0802-Quamishli"
"128.33","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0802-Quamishli",NA,NA,NA,193,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0802-Quamishli"
"128.34","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY0803-Al-Malikeyyeh",1,1,1,301,301,182.226502116418,182.226502116418,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY0803-Al-Malikeyyeh"
"128.35","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0803-Al-Malikeyyeh",NA,NA,NA,188,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0803-Al-Malikeyyeh"
"128.36","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY0804-Ras Al Ain",0.980582403058521,0.961737883895833,0.999426922221208,205,209,82.5614718505789,84.196362889098,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY0804-Ras Al Ain"
"128.37","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY0804-Ras Al Ain",0.0194175969414793,0.000573077778791758,0.0382621161041669,4,209,1.63489103851903,84.196362889098,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY0804-Ras Al Ain"
"128.38","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0804-Ras Al Ain",NA,NA,NA,109,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0804-Ras Al Ain"
"128.39","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY0901-Deir-ez-Zor",0.976809499322715,0.96239553014179,0.991223468503641,335,349,202.752310372364,207.565866745712,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY0901-Deir-ez-Zor"
"128.40","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY0901-Deir-ez-Zor",0.0231905006772847,0.00877653149635942,0.03760446985821,14,349,4.81355637334762,207.565866745712,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY0901-Deir-ez-Zor"
"128.41","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0901-Deir-ez-Zor",NA,NA,NA,541,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0901-Deir-ez-Zor"
"128.42","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY0902-Abu Kamal",0.993186469124507,0.983172091924465,1.00320084632455,301,303,154.70420385682,155.765517016348,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY0902-Abu Kamal"
"128.43","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY0902-Abu Kamal",0.0068135308754933,-0.00320084632454856,0.0168279080755352,2,303,1.06131315952806,155.765517016348,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY0902-Abu Kamal"
"128.44","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0902-Abu Kamal",NA,NA,NA,147,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0902-Abu Kamal"
"128.45","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY0903-Al Mayadin",0.929460094470035,0.893826642397303,0.965093546542767,184,198,57.5702712818613,61.9394760725978,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY0903-Al Mayadin"
"128.46","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY0903-Al Mayadin",0.0705399055299652,0.0349064534572334,0.106173357602697,14,198,4.36920479073659,61.9394760725978,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY0903-Al Mayadin"
"128.47","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY0903-Al Mayadin",NA,NA,NA,85,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY0903-Al Mayadin"
"128.48","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY1101-Ar-Raqqa",0.998430602626451,0.995632787760016,1.00122841749289,418,421,544.98029825732,545.836933306837,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY1101-Ar-Raqqa"
"128.49","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY1101-Ar-Raqqa",0.00156939737354912,-0.00122841749288624,0.00436721223998448,3,421,0.856635049517856,545.836933306837,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY1101-Ar-Raqqa"
"128.50","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY1101-Ar-Raqqa",NA,NA,NA,392,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY1101-Ar-Raqqa"
"128.51","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY1102-Tell Abiad",0.957776834281248,0.935673333051169,0.979880335511327,374,388,110.293105227935,115.155327713374,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY1102-Tell Abiad"
"128.52","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY1102-Tell Abiad",0.0422231657187519,0.0201196644886725,0.0643266669488312,14,388,4.86222248543895,115.155327713374,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY1102-Tell Abiad"
"128.53","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY1102-Tell Abiad",NA,NA,NA,224,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY1102-Tell Abiad"
"128.54","prop_select_one","edu_disrupted_displaced_d","0","Q1_9_district","SY1103-Ath-Thawrah",0.997037583037831,0.991238024922051,1.00283714115361,310,311,155.706715730128,156.169354474795,"prop_select_one @/@ edu_disrupted_displaced_d %/% 0 @/@ Q1_9_district %/% SY1103-Ath-Thawrah"
"128.55","prop_select_one","edu_disrupted_displaced_d","1","Q1_9_district","SY1103-Ath-Thawrah",0.00296241696216941,-0.00283714115360982,0.00876197507794865,1,311,0.46263874466718,156.169354474795,"prop_select_one @/@ edu_disrupted_displaced_d %/% 1 @/@ Q1_9_district %/% SY1103-Ath-Thawrah"
"128.56","prop_select_one","edu_disrupted_displaced_d",NA,"Q1_9_district","SY1103-Ath-Thawrah",NA,NA,NA,243,NA,NA,NA,"prop_select_one @/@ edu_disrupted_displaced_d %/% NA @/@ Q1_9_district %/% SY1103-Ath-Thawrah"
"129.1","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0200-Jebel Saman %/% Boys",0.296933217908524,0.211244145338698,0.38262229047835,37,159,64.3436365796572,216.693965844803,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0200-Jebel Saman -/- child_gender_d %/% Boys"
"129.2","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0200-Jebel Saman %/% Boys",0.703066782091476,0.61737770952165,0.788755854661302,122,159,152.350329265146,216.693965844803,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0200-Jebel Saman -/- child_gender_d %/% Boys"
"129.3","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0200-Jebel Saman %/% Girls",0.376459697832902,0.292001721030167,0.460917674635636,55,178,92.9304992663318,246.853779571328,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0200-Jebel Saman -/- child_gender_d %/% Girls"
"129.4","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0200-Jebel Saman %/% Girls",0.623540302167099,0.539082325364364,0.707998278969833,123,178,153.923280304996,246.853779571328,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0200-Jebel Saman -/- child_gender_d %/% Girls"
"129.5","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0202-Al Bab %/% Boys",0.215622200873096,0.144616372063752,0.28662802968244,56,247,42.3746692845043,196.522756529342,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0202-Al Bab -/- child_gender_d %/% Boys"
"129.6","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0202-Al Bab %/% Boys",0.784377799126904,0.71337197031756,0.855383627936248,191,247,154.148087244837,196.522756529342,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0202-Al Bab -/- child_gender_d %/% Boys"
"129.7","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0202-Al Bab %/% Girls",0.228413547440869,0.15068852022867,0.306138574653068,54,204,38.8737017845041,170.190000637189,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0202-Al Bab -/- child_gender_d %/% Girls"
"129.8","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0202-Al Bab %/% Girls",0.771586452559131,0.693861425346932,0.84931147977133,150,204,131.316298852685,170.190000637189,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0202-Al Bab -/- child_gender_d %/% Girls"
"129.9","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0203-Afrin %/% Boys",0.199593254792261,0.141250324853891,0.257936184730631,98,405,67.0644242857485,336.005464491022,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0203-Afrin -/- child_gender_d %/% Boys"
"129.10","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0203-Afrin %/% Boys",0.800406745207739,0.742063815269369,0.858749675146109,307,405,268.941040205273,336.005464491022,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0203-Afrin -/- child_gender_d %/% Boys"
"129.11","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0203-Afrin %/% Girls",0.259883268028876,0.191318124012684,0.328448412045069,100,347,70.6925738437215,272.016641855784,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0203-Afrin -/- child_gender_d %/% Girls"
"129.12","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0203-Afrin %/% Girls",0.740116731971123,0.671551587954931,0.808681875987316,247,347,201.324068012062,272.016641855784,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0203-Afrin -/- child_gender_d %/% Girls"
"129.13","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0204-A'zaz %/% Boys",0.136665751218612,0.0778139998232532,0.19551750261397,28,224,37.4689027073878,274.164539200844,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0204-A'zaz -/- child_gender_d %/% Boys"
"129.14","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0204-A'zaz %/% Boys",0.863334248781388,0.80448249738603,0.922186000176747,196,224,236.695636493456,274.164539200844,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0204-A'zaz -/- child_gender_d %/% Boys"
"129.15","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0204-A'zaz %/% Girls",0.215570117790088,0.141035814501828,0.290104421078348,34,208,57.380372867956,266.179623855985,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0204-A'zaz -/- child_gender_d %/% Girls"
"129.16","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0204-A'zaz %/% Girls",0.784429882209912,0.709895578921652,0.858964185498171,174,208,208.799250988029,266.179623855985,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0204-A'zaz -/- child_gender_d %/% Girls"
"129.17","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0205-Menbij %/% Boys",0.394780984646136,0.320749744130397,0.468812225161874,109,278,124.870715247454,316.303773747823,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0205-Menbij -/- child_gender_d %/% Boys"
"129.18","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0205-Menbij %/% Boys",0.605219015353864,0.531187774838126,0.679250255869603,169,278,191.433058500369,316.303773747823,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0205-Menbij -/- child_gender_d %/% Boys"
"129.19","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0205-Menbij %/% Girls",0.382624172742277,0.302141605974063,0.463106739510491,90,239,97.2751918588375,254.231694672251,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0205-Menbij -/- child_gender_d %/% Girls"
"129.20","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0205-Menbij %/% Girls",0.617375827257723,0.536893260489508,0.697858394025937,149,239,156.956502813414,254.231694672251,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0205-Menbij -/- child_gender_d %/% Girls"
"129.21","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0206-Ain Al Arab %/% Boys",0.392121206818125,0.328350751642403,0.455891661993847,98,268,95.4050342677451,243.304959305596,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0206-Ain Al Arab -/- child_gender_d %/% Boys"
"129.22","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0206-Ain Al Arab %/% Boys",0.607878793181875,0.544108338006153,0.671649248357597,170,268,147.899925037851,243.304959305596,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0206-Ain Al Arab -/- child_gender_d %/% Boys"
"129.23","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0206-Ain Al Arab %/% Girls",0.361095130953058,0.299300028707985,0.42289023319813,92,276,91.3598977927,253.007836332683,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0206-Ain Al Arab -/- child_gender_d %/% Girls"
"129.24","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0206-Ain Al Arab %/% Girls",0.638904869046942,0.57710976680187,0.700699971292015,184,276,161.647938539983,253.007836332683,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0206-Ain Al Arab -/- child_gender_d %/% Girls"
"129.25","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0208-Jarablus %/% Boys",0.412369965483898,0.323746614445446,0.50099331652235,62,151,40.1218291679315,97.2957114392419,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0208-Jarablus -/- child_gender_d %/% Boys"
"129.26","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0208-Jarablus %/% Boys",0.587630034516102,0.49900668347765,0.676253385554554,89,151,57.1738822713105,97.2957114392419,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0208-Jarablus -/- child_gender_d %/% Boys"
"129.27","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0208-Jarablus %/% Girls",0.396912883202772,0.315139772552927,0.478685993852617,71,174,45.3056438572203,114.145057453514,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0208-Jarablus -/- child_gender_d %/% Girls"
"129.28","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0208-Jarablus %/% Girls",0.603087116797228,0.521314006147383,0.684860227447073,103,174,68.8394135962937,114.145057453514,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0208-Jarablus -/- child_gender_d %/% Girls"
"129.29","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0700-Idleb %/% Boys",0.349635263053003,0.288668103150869,0.410602422955138,114,363,241.889950823781,691.835110427954,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0700-Idleb -/- child_gender_d %/% Boys"
"129.30","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0700-Idleb %/% Boys",0.650364736946997,0.589397577044862,0.711331896849131,249,363,449.945159604173,691.835110427954,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0700-Idleb -/- child_gender_d %/% Boys"
"129.31","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0700-Idleb %/% Girls",0.338991700595307,0.272237499795064,0.405745901395551,95,324,196.101663670777,578.485146764362,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0700-Idleb -/- child_gender_d %/% Girls"
"129.32","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0700-Idleb %/% Girls",0.661008299404693,0.594254098604449,0.727762500204936,229,324,382.383483093585,578.485146764362,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0700-Idleb -/- child_gender_d %/% Girls"
"129.33","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0703-Harim %/% Boys",0.270953900986266,0.207297607694088,0.334610194278444,158,540,420.264236869267,1551.05438725744,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0703-Harim -/- child_gender_d %/% Boys"
"129.34","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0703-Harim %/% Boys",0.729046099013734,0.665389805721556,0.792702392305912,382,540,1130.79015038818,1551.05438725744,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0703-Harim -/- child_gender_d %/% Boys"
"129.35","prop_select_one","edu_ind_access_d","0","Q1_9_district %/% child_gender_d","SY0703-Harim %/% Girls",0.268523276357184,0.202273115780471,0.334773436933896,145,509,379.024702932606,1411.51526256679,"prop_select_one @/@ edu_ind_access_d %/% 0 @/@ Q1_9_district %/% SY0703-Harim -/- child_gender_d %/% Girls"
"129.36","prop_select_one","edu_ind_access_d","1","Q1_9_district %/% child_gender_d","SY0703-Harim %/% Girls",0.731476723642816,0.665226563066104,0.797726884219529,364,509,1032.49055963419,1411.51526256679,"prop_select_one @/@ edu_ind_access_d %/% 1 @/@ Q1_9_district %/% SY0703-Harim -/- child_gender_d %/% Girls"
